Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF
2042-5-BNC;20;AC;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Revenus nets exonérés - régimes zonés article 1417, IV, b du CGI - PAC;10 numérique;1005JP
2042-5-BNC;20;AD;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Revenus imposables - Déclarant 1;10 numérique;1005HQ
2042-5-BNC;20;AE;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Revenus imposables - Déclarant 2;10 numérique;1005IQ
2042-5-BNC;20;AF;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Revenus imposables - PAC;10 numérique;1005JQ
2042-5-BNC;20;AG;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Plus-values à court terme - Déclarant 1;10 numérique;1005HV
2042-5-BNC;20;AH;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Plus-values à court terme - Déclarant 2;10 numérique;1005IV
2042-5-BNC;20;AI;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Plus-values à court terme - PAC;10 numérique;1005JV
2042-5-BNC;20;AJ;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Plus-values nettes à long terme - Déclarant 1;10 numérique;1005HR
2042-5-BNC;20;AK;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Plus-values nettes à long terme - Déclarant 2;10 numérique;1005IR
2042-5-BNC;20;AL;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Plus-values nettes à long terme - PAC;10 numérique;1005JR
2042-5-BNC;20;AM;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Moins-values nettes à long terme - Déclarant 1;10 numérique;1005HS
2042-5-BNC;20;AN;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Moins-values nettes à long terme - Déclarant 2;10 numérique;1005IS
2042-5-BNC;20;AO;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Moins-values nettes à long terme - PAC;10 numérique;1005JS
2042-5-BNC;20;AP;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Moins-values à court terme - Déclarant 1;10 numérique;1005KZ
2042-5-BNC;20;AQ;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Moins-values à court terme - Déclarant 2;10 numérique;1005LZ
2042-5-BNC;20;AR;MOA;C516.5004.01;NON;;Valeur;BNC professionnel régime micro - Moins-values à court terme - PAC;10 numérique;1005MZ
2042-5-BNC;20;BA;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 1;10 numérique;1005QB
2042-5-BNC;20;BB;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 2;10 numérique;1005RB
2042-5-BNC;20;BC;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - PAC;10 numérique;1005SB
2042-5-BNC;20;BD;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Bénéfices - Déclarant 1;10 numérique;1005QC
2042-5-BNC;20;BE;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Bénéfices - Déclarant 2;10 numérique;1005RC
2042-5-BNC;20;BF;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Bénéfices - PAC;10 numérique;1005SC
2042-5-BNC;20;BG;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Déficits - Déclarant 1;10 numérique;1005QE
2042-5-BNC;20;BH;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Déficits - Déclarant 2;10 numérique;1005RE
2042-5-BNC;20;BI;MOA;C516.5004.01;NON;;Valeur;BNC professionnel sous OGA ou Viseur - Déficits - PAC;10 numérique;1005SE
2042-5-BNC;20;BM;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont plus-values à court terme, subventions d'équipement, indemnités d'assurance pour perte d'élément d'actif- Déclarant 1;10 numérique;1005XP
2042-5-BNC;20;BN;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont plus-values à court terme, subventions d'équipement, indemnités d'assurance pour perte d'élément d'actif- Déclarant 2;10 numérique;1005YP
2042-5-BNC;20;BO;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Moins-values à court terme - Déclarant 1;10 numérique;1005XH
2042-5-BNC;20;BP;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Moins-values à court terme - Déclarant 2;10 numérique;1005YH
2042-5-BNC;20;BQ;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182A bis et 182A bis et 182B du CGI - Déclarant 1;10 numérique;1005XJ
2042-5-BNC;20;BR;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182A bis et 182B du CGI - Déclarant 2;10 numérique;1005YJ
2042-5-BNC;20;BS;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182B du CGI - PAC;10 numérique;1005ZJ
2042-5-BNC;20;BT;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont plus-values à court terme, subventions d'équipement, indemnités d'assurance pour perte d'élément d'actif- PAC;10 numérique;1005ZP
2042-5-BNC;20;BU;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Moins-values à court terme -PAC;10 numérique;1005ZH
2042-5-BNC;20;CA;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 1;10 numérique;1005QH
2042-5-BNC;20;CB;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 2;10 numérique;1005RH
2042-5-BNC;20;CC;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - PAC;10 numérique;1005SH
2042-5-BNC;20;CD;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Bénéfices - Déclarant 1;10 numérique;1005QI
2042-5-BNC;20;CE;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Bénéfices - Déclarant 2;10 numérique;1005RI
2042-5-BNC;20;CF;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Bénéfices - PAC;10 numérique;1005SI
2042-5-BNC;20;CG;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Déficits  - Déclarant 1;10 numérique;1005QK
2042-5-BNC;20;CH;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Déficits - Déclarant 2;10 numérique;1005RK
2042-5-BNC;20;CI;MOA;C516.5004.01;NON;;Valeur;BNC professionnel hors OGA - Déficits - PAC;10 numérique;1005SK
2042-5-BNC;20;CM;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Subventions d'équipement, indemnités d'assurance pour petre d'élément d'actif - Déclarant 1;10 numérique;1005XQ
2042-5-BNC;20;CN;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Subventions d'équipement, indemnités d'assurance pour petre d'élément d'actif - Déclarant 2;10 numérique;1005YQ
2042-5-BNC;20;CO;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Moins-values à court terme - Déclarant 1;10 numérique;1005XL
2042-5-BNC;20;CP;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Moins-values à court terme - Déclarant 2;10 numérique;1005YL
2042-5-BNC;20;CQ;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182A bis et 182 B du CGI - Déclarant 1;10 numérique;1005XK
2042-5-BNC;20;CR;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182A bis et 182 B du CGI - Déclarant 2;10 numérique;1005YK
2042-5-BNC;20;CS;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182A bis et 182 B du CGI - PAC;10 numérique;1005ZK
2042-5-BNC;20;CT;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Subventions d'équipement, indemnités d'assurance pour petre d'élément d'actif - PAC;10 numérique;1005ZQ
2042-5-BNC;20;CU;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Régime de la déclaration contrôlée sans OGA ou viseur - Moins-values à court terme - PAC;10 numérique;1005ZL
2042-5-BNC;20;DA;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Plus-values nettes à long terme - Déclarant 1;10 numérique;1005QD
2042-5-BNC;20;DB;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Plus-values nettes à long terme - Déclarant 2;10 numérique;1005RD
2042-5-BNC;20;DC;MOA;C516.5004.01;NON;;Valeur;BNC professionnels - Plus-values nettes à long terme - PAC;10 numérique;1005SD
2042-5-BNC;20;DD;MOA;C516.5004.01;NON;;Valeur;Jeunes créateurs BNC professionnel - Abattement 50 % - Déclarant 1;10 numérique;1005QL
2042-5-BNC;20;DE;MOA;C516.5004.01;NON;;Valeur;Jeunes créateurs BNC professionnel - Abattement 50 % - Déclarant 2;10 numérique;1005RL
2042-5-BNC;20;DF;MOA;C516.5004.01;NON;;Valeur;Jeunes créateurs BNC professionnel - Abattement 50 % - PAC;10 numérique;1005SL
2042-5-BNC;20;DI;MOA;C516.5004.01;NON;;Valeur;Indemnité cess. agent d'assurance - Déclarant 1;10 numérique;1005QM
2042-5-BNC;20;DJ;MOA;C516.5004.01;NON;;Valeur;Indemnité cess. agent d'assurance - Déclarant 2;10 numérique;1005RM
2042-5-BNC;20;EA;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 1;10 numérique;1005TH
2042-5-BNC;20;EB;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 2;10 numérique;1005UH
2042-5-BNC;20;EC;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - PAC;10 numérique;1005VH
2042-5-BNC;20;ED;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Revenus imposables - Déclarant 1;10 numérique;1005KU
2042-5-BNC;20;EE;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Revenus imposables - Déclarant 2;10 numérique;1005LU
2042-5-BNC;20;EF;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel regime micro - Revenus imposables - PAC;10 numérique;1005MU
2042-5-BNC;20;EG;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Plus-values à court terme - Déclarant 1;10 numérique;1005KY
2042-5-BNC;20;EH;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Plus-values à court terme - Déclarant 2;10 numérique;1005LY
2042-5-BNC;20;EI;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Plus-values à court terme - PAC;10 numérique;1005MY
2042-5-BNC;20;EJ;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Plus-values nettes à long terme Déclarant 1;10 numérique;1005KV
2042-5-BNC;20;EK;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Plus-values nettes à long terme - Déclarant 2;10 numérique;1005LV
2042-5-BNC;20;EL;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Plus-values nettes à long terme - PAC;10 numérique;1005MV
2042-5-BNC;20;EM;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Moins-values à long terme - Déclarant 1;10 numérique;1005KW
2042-5-BNC;20;EN;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Moins-values à long terme - Déclarant 2;10 numérique;1005LW
2042-5-BNC;20;EO;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Moins-values à long terme - PAC;10 numérique;1005MW
2042-5-BNC;20;EP;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel régime micro - Moins-values à court terme - Déclarant 1;10 numérique;1005JU
2042-5-BNC;20;EQ;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime déclaratif spécial ou micro BNC - Moins-values nettes à court terme - Déclarant 2;10 numérique;1005LD
2042-5-BNC;20;ER;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime déclaratif spécial ou micro BNC - Moins-values nettes à court terme - PAC;10 numérique;1005MD
2042-5-BNC;20;FA;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 1;10 numérique;1005HK
2042-5-BNC;20;FB;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 2;10 numérique;1005JK
2042-5-BNC;20;FC;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 3;10 numérique;1005LK
2042-5-BNC;20;FD;MOA;C516.5004.01;NON;;Valeur;BNC non professionnelsous OGA ou Viseur - Bénéfices - Déclarant 1;10 numérique;1005JG
2042-5-BNC;20;FE;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Bénéfices - Déclarant 2;10 numérique;1005RF
2042-5-BNC;20;FF;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Bénéfices - PAC;10 numérique;1005SF
2042-5-BNC;20;FG;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Déficits - Déclarant 1;10 numérique;1005JJ
2042-5-BNC;20;FH;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Déficits - Déclarant 2;10 numérique;1005RG
2042-5-BNC;20;FI;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel sous OGA ou Viseur - Déficits - PAC;10 numérique;1005SG
2042-5-BNC;20;FJ;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont plus-values à court terme, subventions d'équipement, indemnités d'assurance pour perte d'élément d'actif - Déclarant 1;10 numérique;1005XY
2042-5-BNC;20;FK;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont plus-values à court terme, subventions d'équipement, indemnités d'assurance pour perte d'élément d'actif - Déclarant 2;10 numérique;1005YY
2042-5-BNC;20;FL;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont moins-values à court terme - Déclarant 1;10 numérique;1005VM
2042-5-BNC;20;FM;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont moins-values à court terme - Déclarant 2;10 numérique;1005WM
2042-5-BNC;20;FN;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182 B du CGI - Déclarant 1;10 numérique;1005XS
2042-5-BNC;20;FO;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182 B du CGI - Déclarant 2;10 numérique;1005YS
2042-5-BNC;20;FP;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus de source étrangère avec crédit d'impôt égal à l'impôt français et revenus des non-résidents article 182 B du CGI - PAC;10 numérique;1005ZS
2042-5-BNC;20;FQ;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont plus-values à court terme, subventions d'équipement, indemnités d'assurance pour perte d'élément d'actif - PAC;10 numérique;1005ZY
2042-5-BNC;20;FR;MOA;C516.5004.01;NON;;Valeur;BNC non professionnels - Régime de la déclaration contrôlée avec OGA ou viseur - Revenus imposables dont moins-values à court terme - PAC;10 numérique;1005ZM
2042-5-BNC;20;GA;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 1;10 numérique;1005IK
2042-5-BNC;20;GB;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - Déclarant 2;10 numérique;1005KK
2042-5-BNC;20;GC;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Revenus exonérés - régimes zonés article 1417, IV, b du CGI - PAC;10 numérique;1005MK
2042-5-BNC;20;GD;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Bénéfices - Déclarant 1;10 numérique;1005SN
2042-5-BNC;20;GE;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Bénéfices - Déclarant 2;10 numérique;1005NS
2042-5-BNC;20;GF;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Bénéfices - PAC;10 numérique;1005OS
2042-5-BNC;20;GG;MOA;C516.5004.01;NON;;Valeur;BNC non professionnel hors OGA ou Viseur - Déficits - Déclarant 1;10 numérique;1005SP
